userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
keriCertie365,keriCertie365,NY,Shoreham Wading River High School,Shoreham,NY,3.2,2024,Geology,Computer Science,680,620,25,32,24,25,23,650,630,670,610,720,670,670,690,690,5
malissaMarika231,malissaMarika231,NY,Hampton Bays High School,Hampton Bays,NY,3.2,2024,History,Geology,680,670,24,27,28,27,32,670,700,690,710,680,640,670,720,700,2
neritaKapor2189,neritaKapor2189,NY,The Stony Brook School,Stony Brook,NY,3.1,2024,Art History,Physics,780,780,35,31,31,31,29,760,760,750,750,720,720,740,730,770,6
robinMeldoh1845,robinMeldoh1845,NY,Pierson Middle High School,Sag Harbor,NY,2.7,2024,History,Art History,590,570,20,24,23,25,21,580,590,660,560,570,580,600,580,530,6
glynnisTrudi6059,glynnisTrudi6059,NY,Center Moriches High School,Center Moriches,NY,2.7,2024,Geology,Computer Science,570,550,21,23,23,25,21,560,590,610,560,550,600,570,580,550,9
adelaideJamnis9442,adelaideJamnis9442,NY,John H Glenn High School,Elwood,NY,2.1,2024,Biology,Physics,550,590,22,20,22,23,29,570,590,570,530,520,530,560,580,560,8
vedaBonnette439,vedaBonnette439,NY,John H Glenn High School,Elwood,NY,2.3,2024,History,Political Science,470,480,19,22,24,22,21,510,480,520,510,470,470,530,510,490,2
cherylArturo7395,cherylArturo7395,NY,Comsewogue High School,Port Jefferson Sta,NY,2.2,2024,Mathematics,History,460,460,20,24,18,14,17,520,460,520,440,440,460,410,490,470,4
mandaWoolson5963,mandaWoolson5963,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,3.3,2024,Chemistry,Art History,640,640,27,30,26,31,27,700,670,700,700,640,650,630,660,720,0
vinBirmingham1300,vinBirmingham1300,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,2.9,2024,Political Science,History,600,570,18,25,20,29,17,530,520,530,570,540,520,530,620,540,9
jazminArlinda8065,jazminArlinda8065,NY,Greenport High School,Greenport,NY,3.0,2024,Political Science,Mathematics,630,620,26,26,23,29,23,640,620,650,660,600,620,570,640,620,9
kelleyDorisa1398,kelleyDorisa1398,NY,Smithtown High School East,Saint James,NY,2.7,2024,History,Chemistry,630,660,33,27,27,27,27,680,630,650,610,620,700,650,650,680,4
annadianeGarland3181,annadianeGarland3181,NY,Shoreham Wading River High School,Shoreham,NY,2.4,2024,Biology,Art History,500,510,24,21,23,25,25,500,570,550,520,500,530,550,610,520,4
dosiArcher7704,dosiArcher7704,NY,Shoreham Wading River High School,Shoreham,NY,2.7,2024,History,Art History,670,660,27,24,27,29,24,630,610,630,620,640,610,600,600,700,4
verinaTorosian7253,verinaTorosian7253,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,3.0,2024,Chemistry,History,670,660,24,28,24,26,29,630,700,700,660,650,640,650,680,620,6
lonnaFollmer1000,lonnaFollmer1000,NY,Comsewogue High School,Port Jefferson Sta,NY,2.2,2024,Mathematics,History,500,550,23,22,21,18,16,500,480,530,510,550,490,530,560,570,3
samariaBarbara-Anne415,samariaBarbara-Anne415,NY,Islip High School,Islip,NY,2.9,2024,Biology,Chemistry,700,660,25,28,19,23,26,670,670,610,650,600,630,670,670,620,9
pollyannaTabatha3676,pollyannaTabatha3676,NY,Patchogue Medford High School,Medford,NY,3.6,2024,Physics,Mathematics,800,770,36,33,29,31,34,730,780,710,720,800,760,740,740,730,3
toriGenny1617,toriGenny1617,NY,Deer Park High School,Deer Park,NY,2.5,2024,Music Theory,History,600,600,26,22,26,23,24,590,630,600,640,570,660,580,590,610,6
jacquettaDevondra8027,jacquettaDevondra8027,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.6,2024,Geology,Chemistry,590,560,23,21,25,24,22,580,510,550,570,530,520,480,600,550,3
elinorMilano3247,elinorMilano3247,NY,Miller Place High School,Miller Place,NY,2.0,2024,Physics,Music Theory,480,510,22,21,18,22,18,590,470,520,470,520,530,490,510,520,7
clairNealey810,clairNealey810,NY,Half Hollow Hills High School West,Dix Hills,NY,2.6,2024,Art History,Political Science,620,580,28,20,25,29,26,630,550,620,570,630,540,620,600,560,5
haliLabors2403,haliLabors2403,NY,Walt Whitman High School,Huntington Station,NY,2.3,2024,Chemistry,Art History,510,520,17,16,20,17,19,490,550,520,510,500,530,530,550,570,5
annoraElmore813,annoraElmore813,NY,Southold Junior Senior High School,Southold,NY,2.8,2024,Geology,Chemistry,670,710,25,32,30,26,30,720,690,710,660,740,670,740,680,630,7
jaynellLalittah9823,jaynellLalittah9823,NY,Southold Junior Senior High School,Southold,NY,3.0,2024,Physics,Mathematics,700,710,25,31,30,23,25,670,750,660,600,660,720,680,700,680,6
teresinaDoggett2472,teresinaDoggett2472,NY,Ward Melville Senior High School,East Setauket,NY,3.0,2024,Music Theory,Chemistry,580,670,28,23,22,30,22,650,600,600,630,660,580,660,620,610,3
petronillaRockefeller941,petronillaRockefeller941,NY,Greenport High School,Greenport,NY,3.0,2024,Geology,Biology,670,690,25,24,29,29,25,720,670,670,700,670,680,620,690,630,8
isabelPich546,isabelPich546,NY,Pierson Middle High School,Sag Harbor,NY,2.9,2024,Political Science,Biology,650,700,29,26,25,26,25,720,730,700,680,700,670,570,700,640,1
emmiMilda264,emmiMilda264,NY,Comsewogue High School,Port Jefferson Sta,NY,2.0,2024,Geology,Mathematics,480,460,19,11,15,15,13,450,420,430,380,470,410,440,470,460,4
tootsieFadil7281,tootsieFadil7281,NY,Miller Place High School,Miller Place,NY,2.6,2024,Biology,Mathematics,550,470,25,19,24,20,20,530,530,570,580,480,530,560,470,550,3
floryHartmunn4659,floryHartmunn4659,NY,Longwood High School,Middle Island,NY,3.7,2024,Geology,Political Science,790,780,31,32,27,33,34,760,720,730,760,790,740,760,710,760,6
luZollie5339,luZollie5339,NY,Sachem High School North,Lake Ronkonkoma,NY,3.4,2024,History,Biology,710,690,28,28,24,28,27,700,750,750,710,740,710,710,670,720,5
emelitaHacker4135,emelitaHacker4135,NY,Deer Park High School,Deer Park,NY,3.1,2024,Music Theory,Political Science,690,670,33,30,29,29,30,660,700,610,670,720,720,640,740,680,3
karolinePallaton1536,karolinePallaton1536,NY,Central Islip Senior High School,Central Islip,NY,2.9,2024,Chemistry,Computer Science,610,520,26,26,27,25,24,590,590,560,590,580,610,640,600,560,3
jackelynOrmsby483,jackelynOrmsby483,NY,Islip High School,Islip,NY,3.2,2024,Physics,Biology,740,730,26,29,30,26,36,750,740,740,710,750,760,720,710,740,9
estelleDevol2296,estelleDevol2296,NY,East Islip High School,Islip Terrace,NY,3.1,2024,Mathematics,History,710,720,23,22,24,36,30,670,660,680,710,690,700,680,690,670,7
elleId3429,elleId3429,NY,William Floyd High School,Mastic Beach,NY,3.4,2024,Mathematics,Physics,740,760,27,30,32,32,36,720,690,730,700,730,730,700,690,720,9
darrelleDyanne1360,darrelleDyanne1360,NY,The Stony Brook School,Stony Brook,NY,2.9,2024,Computer Science,Geology,630,610,22,27,30,25,24,660,620,630,630,660,700,690,640,610,4
jilleneGram8304,jilleneGram8304,NY,Shoreham Wading River High School,Shoreham,NY,3.0,2024,Computer Science,Art History,620,660,27,24,23,27,26,660,570,610,640,600,590,630,620,660,2
orsolaTertia1733,orsolaTertia1733,NY,Hauppauge High School,Hauppauge,NY,3.2,2024,Mathematics,Geology,600,660,32,31,26,29,28,690,680,710,580,700,700,630,640,720,6
goldieEdla9919,goldieEdla9919,NY,West Islip Senior High School,West Islip,NY,2.1,2024,Biology,Political Science,480,460,18,17,17,20,19,480,450,520,430,500,420,510,470,490,3
maryjaneFachan9743,maryjaneFachan9743,NY,Earl L Vandermeulen High School,Port Jefferson,NY,2.2,2024,Geology,Biology,480,460,13,17,15,19,18,500,530,490,490,500,470,510,470,470,8
charmaneSchnapp7448,charmaneSchnapp7448,NY,Centereach High School,Centereach,NY,3.3,2024,History,Biology,700,680,30,29,32,22,20,690,660,670,700,710,660,710,690,710,0
brooksLucy2603,brooksLucy2603,NY,Walt Whitman High School,Huntington Station,NY,2.0,2024,Physics,Political Science,430,410,13,14,13,15,11,420,390,470,440,400,370,410,440,440,4
bobinaWoodman6254,bobinaWoodman6254,NY,East Hampton High School,East Hampton,NY,2.5,2024,Chemistry,Art History,620,600,25,20,26,25,22,610,610,610,640,580,590,590,560,580,6
sophiHamforrd8258,sophiHamforrd8258,NY,Bay Shore Senior High School,Bay Shore,NY,2.6,2024,Chemistry,Computer Science,610,620,27,25,21,20,22,570,600,620,610,630,630,620,540,590,3
kisseeRice1677,kisseeRice1677,NY,Mount Sinai High School,Mount Sinai,NY,3.2,2024,Art History,Physics,720,690,29,28,29,27,31,700,710,690,720,740,680,690,740,650,2
violaStanfill7440,violaStanfill7440,NY,Walt Whitman High School,Huntington Station,NY,2.9,2024,Music Theory,Physics,670,690,25,25,26,27,21,680,670,680,700,700,680,650,660,650,9
cherilynnTerza4060,cherilynnTerza4060,NY,Greenport High School,Greenport,NY,1.7,2024,Computer Science,Music Theory,460,380,17,18,14,14,16,390,450,430,430,370,430,450,430,390,2
oliyNodarse2415,oliyNodarse2415,NY,William Floyd High School,Mastic Beach,NY,2.8,2024,History,Computer Science,690,620,30,30,28,24,32,660,640,640,620,700,600,700,610,620,2
odiliaKasper9547,odiliaKasper9547,NY,Smithtown Christian School,Smithtown,NY,2.6,2024,Biology,Political Science,670,640,27,26,26,22,22,540,660,580,630,630,640,600,560,610,1
lindieShellans5526,lindieShellans5526,NY,Smithtown High School   Western Campus,Smithtown,NY,2.7,2024,Computer Science,Biology,560,560,19,25,19,21,22,550,490,560,550,570,560,520,560,560,1
josiPammie784,josiPammie784,NY,Amityville Memorial High School,Amityville,NY,3.5,2024,Mathematics,Biology,740,800,36,36,30,34,34,800,770,770,800,800,780,750,790,730,1
marilinLane2439,marilinLane2439,NY,Southampton High School,Southampton,NY,2.7,2024,Physics,Biology,630,610,24,24,24,29,22,610,590,670,610,620,600,590,670,550,1
kimberleeDao4198,kimberleeDao4198,NY,Ross School,East Hampton,NY,2.7,2024,Computer Science,Biology,590,580,21,25,21,24,27,610,620,600,630,590,620,630,610,660,5
jessalynCatima1597,jessalynCatima1597,NY,Wyandanch Memorial High School,Wyandanch,NY,2.8,2024,Music Theory,Mathematics,700,710,27,31,24,33,28,690,690,690,690,670,660,640,680,650,9
arlenaKaiser6775,arlenaKaiser6775,NY,Commack High School,Commack,NY,3.1,2024,Political Science,Mathematics,750,720,32,28,36,27,26,770,720,700,740,740,700,720,740,730,6
elfridaManvil3617,elfridaManvil3617,NY,Bay Shore Senior High School,Bay Shore,NY,3.1,2024,Chemistry,Mathematics,640,630,24,28,22,22,27,680,660,660,660,590,640,690,700,630,5
hyacintheKind6724,hyacintheKind6724,NY,Deer Park High School,Deer Park,NY,2.9,2024,Biology,Computer Science,710,770,31,30,20,23,30,680,730,700,710,670,680,680,680,620,8
melanthaVogeley4512,melanthaVogeley4512,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.7,2024,Music Theory,Biology,630,580,21,21,21,20,28,600,580,600,540,550,590,540,580,540,9
joleneHorn2561,joleneHorn2561,NY,Mattituck Junior Senior High School,Mattituck,NY,3.0,2024,Geology,History,780,740,28,34,31,31,28,720,740,760,700,750,720,770,710,700,8
merrillArtemas7908,merrillArtemas7908,NY,Bayport Blue Point High School,Bayport,NY,2.7,2024,Computer Science,Political Science,560,550,23,23,26,24,24,570,610,580,570,570,590,560,610,600,7
rosetteSunny2994,rosetteSunny2994,NY,Shoreham Wading River High School,Shoreham,NY,2.2,2024,Computer Science,Biology,550,600,23,22,22,21,19,520,530,540,540,550,610,570,570,570,0
jodiHumbert5945,jodiHumbert5945,NY,Connetquot High School,Bohemia,NY,3.6,2024,Biology,Computer Science,720,740,29,33,28,33,30,780,760,730,730,700,740,750,780,740,9
selindaChrisy8995,selindaChrisy8995,NY,Westhampton Beach Senior High School,Westhampton Beach,NY,2.6,2024,Chemistry,Political Science,560,560,24,22,21,19,23,560,630,580,540,520,550,600,590,600,9
velmaLagasse3765,velmaLagasse3765,NY,St John the Baptist Diocesan High School,West Islip,NY,2.8,2024,Biology,Chemistry,670,630,21,25,26,25,30,640,610,700,640,590,610,600,580,620,0
estrellaPrimo7177,estrellaPrimo7177,NY,Comsewogue High School,Port Jefferson Sta,NY,2.7,2024,Physics,Political Science,660,690,26,27,30,23,27,690,710,710,730,720,690,710,680,700,0
darbieHedberg6689,darbieHedberg6689,NY,Eastport South Manor Junior Senior High School,Manorville,NY,1.7,2024,Political Science,Physics,440,470,16,12,15,15,19,350,440,400,380,420,460,420,470,410,6
britTatiana4853,britTatiana4853,NY,Central Islip Senior High School,Central Islip,NY,2.9,2024,Music Theory,Physics,680,660,22,31,27,22,31,680,660,660,710,660,690,690,660,680,4
randeneCarry3892,randeneCarry3892,NY,Newfield High School,Selden,NY,3.3,2024,Art History,Biology,770,700,33,29,36,32,36,710,750,740,800,770,770,740,720,790,2
josyEven7846,josyEven7846,NY,Connetquot High School,Bohemia,NY,3.1,2024,Music Theory,Mathematics,660,650,31,28,26,31,30,660,670,700,670,710,730,650,700,700,4
ethelineSweeney9950,ethelineSweeney9950,NY,Newfield High School,Selden,NY,2.3,2024,Chemistry,Art History,610,600,23,26,23,25,24,570,580,550,600,570,610,610,580,530,1
anetteCocks9560,anetteCocks9560,NY,Rocky Point High School,Rocky Point,NY,2.5,2024,Political Science,Music Theory,530,490,19,19,19,15,17,480,510,530,560,560,500,540,560,490,3
meaganWilona7211,meaganWilona7211,NY,Half Hollow Hills High School West,Dix Hills,NY,3.1,2024,Art History,Biology,720,710,34,26,36,30,31,680,710,690,710,710,720,690,650,720,3
jeanHartzel8518,jeanHartzel8518,NY,Smithtown High School   Western Campus,Smithtown,NY,2.1,2024,Art History,Chemistry,420,430,8,18,16,20,20,460,450,380,500,410,380,470,450,420,6
rondaMarie-Ann8308,rondaMarie-Ann8308,NY,Hauppauge High School,Hauppauge,NY,2.4,2024,Chemistry,Music Theory,610,610,24,21,20,24,20,620,590,590,630,640,640,560,610,620,5
danicaTybie4025,danicaTybie4025,NY,William Floyd High School,Mastic Beach,NY,2.4,2024,Chemistry,Biology,530,600,24,23,25,26,23,620,590,600,540,580,540,580,590,630,7
deniMassingill6700,deniMassingill6700,NY,Eastport South Manor Junior Senior High School,Manorville,NY,2.7,2024,Physics,Biology,610,600,24,24,24,29,24,660,560,640,590,620,620,610,590,580,3
maureenShirlee1519,maureenShirlee1519,NY,Comsewogue High School,Port Jefferson Sta,NY,2.8,2024,Art History,Physics,660,700,22,26,26,22,29,670,670,670,640,660,690,660,640,640,9
pennieMartelle9505,pennieMartelle9505,NY,Earl L Vandermeulen High School,Port Jefferson,NY,3.2,2024,Physics,Mathematics,670,690,28,30,30,29,27,660,670,690,660,660,670,660,690,580,8
sheila-kathrynLong2825,sheila-kathrynLong2825,NY,St John the Baptist Diocesan High School,West Islip,NY,2.2,2024,Computer Science,History,490,480,13,20,27,19,22,460,450,460,560,550,450,500,530,460,4
dulceaSears6455,dulceaSears6455,NY,Saint Anthonys High School,Huntington Station,NY,3.3,2024,Physics,Political Science,660,720,29,28,17,30,24,740,660,680,710,700,660,710,690,690,7
kateQuar6267,kateQuar6267,NY,The Stony Brook School,Stony Brook,NY,2.6,2024,Physics,Art History,520,530,24,23,21,24,22,550,510,500,570,520,560,560,460,540,8
thaliaManuela351,thaliaManuela351,NY,Harborfields High School,Greenlawn,NY,3.2,2024,Chemistry,Computer Science,790,700,30,31,35,36,31,740,710,710,740,800,750,740,720,770,9
lavenaDorolice7123,lavenaDorolice7123,NY,Southold Junior Senior High School,Southold,NY,2.3,2024,Mathematics,Computer Science,510,490,24,20,23,13,21,460,440,500,480,500,490,550,550,530,9
winnaAmoreta4992,winnaAmoreta4992,NY,The Stony Brook School,Stony Brook,NY,2.6,2024,Mathematics,Music Theory,570,560,25,23,22,18,23,550,560,590,580,600,590,490,590,570,2
olwenKalk1162,olwenKalk1162,NY,Sachem High School East,Farmingville,NY,2.2,2024,Geology,Mathematics,410,420,19,18,16,16,18,460,420,490,440,480,510,480,460,500,4
michalZed2628,michalZed2628,NY,Westhampton Beach Senior High School,Westhampton Beach,NY,3.5,2024,Art History,Geology,590,610,19,23,21,28,26,600,670,630,650,610,610,630,620,640,1
aleciaGrady6993,aleciaGrady6993,NY,Longwood High School,Middle Island,NY,2.5,2024,Music Theory,Physics,580,540,19,25,25,25,20,510,550,580,610,520,580,540,550,550,0
jemmyBlodgett7695,jemmyBlodgett7695,NY,Half Hollow Hills High School West,Dix Hills,NY,3.3,2024,Political Science,Mathematics,720,700,30,34,32,31,31,700,670,700,690,720,710,670,760,710,6
danetteTopping5984,danetteTopping5984,NY,Pierson Middle High School,Sag Harbor,NY,2.5,2024,History,Geology,540,430,16,21,18,20,20,530,510,490,470,510,500,530,500,490,3
gabrielaHuda3252,gabrielaHuda3252,NY,William Floyd High School,Mastic Beach,NY,2.5,2024,Biology,Geology,470,500,21,20,18,19,19,570,510,500,530,500,520,510,520,510,8
adriaZabrina3952,adriaZabrina3952,NY,Amityville Memorial High School,Amityville,NY,2.6,2024,Music Theory,Chemistry,480,570,21,17,20,17,21,550,560,500,550,550,480,500,560,510,3
joannaGeorgena327,joannaGeorgena327,NY,Rocky Point High School,Rocky Point,NY,2.8,2024,Physics,Computer Science,570,590,26,22,20,22,23,580,560,580,520,580,520,600,580,540,9
benedictaAilbert2595,benedictaAilbert2595,NY,Sachem High School North,Lake Ronkonkoma,NY,2.7,2024,Chemistry,Geology,650,580,25,25,31,19,28,670,620,640,570,630,590,560,640,600,7
alexPahl93,alexPahl93,NY,The Knox School,St James,NY,3.2,2024,Political Science,Mathematics,720,620,31,29,33,32,27,710,690,650,690,690,680,750,690,670,5
dahliaNor2019,dahliaNor2019,NY,Deer Park High School,Deer Park,NY,2.9,2024,History,Geology,650,650,17,31,29,21,21,650,620,620,620,660,680,690,670,660,4
cheryOrmond4280,cheryOrmond4280,NY,Riverhead Senior High School,Riverhead,NY,2.7,2024,Political Science,Art History,650,640,28,28,25,26,21,630,590,680,610,600,560,570,680,610,9
delcinaManvil8475,delcinaManvil8475,NY,St John the Baptist Diocesan High School,West Islip,NY,2.3,2024,Physics,Geology,450,530,15,21,16,21,18,510,500,550,480,420,510,530,490,500,0
carenPalgrave1402,carenPalgrave1402,NY,Smithtown High School   Western Campus,Smithtown,NY,3.0,2024,Political Science,Music Theory,720,590,23,27,30,25,32,630,670,640,610,660,670,690,610,630,6
dolleyWeisbart3232,dolleyWeisbart3232,NY,Commack High School,Commack,NY,3.0,2024,Computer Science,Art History,680,710,21,28,24,28,23,730,640,640,650,640,680,700,710,690,1
stormyRozek9944,stormyRozek9944,NY,Mattituck Junior Senior High School,Mattituck,NY,2.5,2024,Geology,History,570,610,25,20,24,20,19,550,560,550,590,500,500,510,560,530,2
hannaOmer6139,hannaOmer6139,NY,Mattituck Junior Senior High School,Mattituck,NY,3.2,2024,History,Music Theory,710,660,24,27,26,30,30,640,700,640,740,660,780,730,620,720,3
anicaKancler7120,anicaKancler7120,NY,Bay Shore Senior High School,Bay Shore,NY,2.8,2024,Computer Science,Geology,570,610,26,19,18,26,24,620,570,560,620,610,600,620,610,610,5
steffiSilda1666,steffiSilda1666,NY,Smithtown High School   Western Campus,Smithtown,NY,3.4,2024,Political Science,Mathematics,720,720,32,30,36,30,23,680,710,740,710,690,720,710,720,720,3
chereyLiva9987,chereyLiva9987,NY,Comsewogue High School,Port Jefferson Sta,NY,3.2,2024,Chemistry,Computer Science,610,540,22,22,19,28,24,600,620,620,540,540,550,550,550,530,0
shannaLynsey1219,shannaLynsey1219,NY,Half Hollow Hills High School West,Dix Hills,NY,3.0,2024,Computer Science,Art History,660,610,25,32,33,25,26,680,680,660,670,660,680,620,660,620,8
amaleeThin3581,amaleeThin3581,NY,Smithtown Christian School,Smithtown,NY,3.2,2024,Physics,Art History,800,750,33,29,26,27,28,740,720,700,720,760,790,740,770,740,8
christenVoe4216,christenVoe4216,NY,Bellport Senior High School,Brookhaven,NY,2.8,2024,Music Theory,Art History,630,590,25,21,26,22,28,580,640,610,580,610,660,640,640,640,5
tuesdayBabbette2235,tuesdayBabbette2235,NY,Wyandanch Memorial High School,Wyandanch,NY,2.7,2024,Mathematics,Art History,540,550,22,26,21,20,19,600,480,500,540,540,560,510,610,550,6
teenaWynny7060,teenaWynny7060,NY,Bellport Senior High School,Brookhaven,NY,2.3,2024,Physics,Political Science,520,530,23,22,23,23,22,590,560,580,550,550,570,570,560,610,2
nediBary5939,nediBary5939,NY,Westhampton Beach Senior High School,Westhampton Beach,NY,2.0,2024,Biology,Physics,460,520,21,21,18,17,23,460,460,450,440,470,510,460,420,460,2
mauriziaFairfield7494,mauriziaFairfield7494,NY,Hampton Bays High School,Hampton Bays,NY,1.7,2024,Physics,Chemistry,490,410,17,14,17,18,15,400,410,470,470,420,400,430,500,520,4
morganaParthen7929,morganaParthen7929,NY,Mount Sinai High School,Mount Sinai,NY,2.8,2024,Biology,Mathematics,540,560,22,26,19,29,20,550,550,560,540,620,570,540,580,580,7
donnaNeukam5569,donnaNeukam5569,NY,Ross School,East Hampton,NY,2.4,2024,Music Theory,Art History,480,490,16,16,23,19,14,490,490,480,500,500,460,510,500,490,3
audiElnore164,audiElnore164,NY,Eastport South Manor Junior Senior High School,Manorville,NY,2.6,2024,Music Theory,Art History,600,600,23,22,19,17,24,610,620,570,530,610,650,630,490,590,0
joanCamm8317,joanCamm8317,NY,Commack High School,Commack,NY,2.5,2024,Geology,Biology,590,590,23,25,27,25,21,590,600,620,590,520,580,650,630,580,9
myriamFarrington6251,myriamFarrington6251,NY,Riverhead Senior High School,Riverhead,NY,2.2,2024,Chemistry,Geology,520,500,16,25,28,26,24,540,530,530,500,540,540,510,500,490,6
tessiLissy9877,tessiLissy9877,NY,Huntington High School,Huntington,NY,2.1,2024,Music Theory,Art History,510,530,20,20,15,19,25,510,470,530,530,570,510,550,550,540,1
harlieBivins8396,harlieBivins8396,NY,Riverhead Senior High School,Riverhead,NY,2.9,2024,Geology,Biology,530,530,24,25,17,17,25,550,610,630,590,550,540,580,580,560,4
loniSisak6963,loniSisak6963,NY,Comsewogue High School,Port Jefferson Sta,NY,2.4,2024,Geology,Music Theory,600,550,25,21,26,22,21,570,620,610,670,550,600,540,570,610,9
manyaRafi595,manyaRafi595,NY,Wyandanch Memorial High School,Wyandanch,NY,2.1,2024,History,Physics,490,510,18,20,20,25,17,480,490,520,510,520,500,540,520,540,3
marysaLiborio3964,marysaLiborio3964,NY,Eastport South Manor Junior Senior High School,Manorville,NY,2.7,2024,Music Theory,Physics,630,650,23,21,26,26,24,620,630,600,610,580,580,610,630,660,3
bobinetteGertruda4831,bobinetteGertruda4831,NY,Southold Junior Senior High School,Southold,NY,3.3,2024,Political Science,Music Theory,780,740,34,31,32,32,35,770,800,780,800,780,770,800,750,740,2
fleurKhanna8462,fleurKhanna8462,NY,Commack High School,Commack,NY,2.8,2024,History,Mathematics,580,690,30,24,30,28,25,610,660,700,640,650,700,690,690,670,6
charlenaUpali6198,charlenaUpali6198,NY,Comsewogue High School,Port Jefferson Sta,NY,2.6,2024,Computer Science,Chemistry,490,530,23,19,21,19,22,570,490,460,570,520,540,560,510,550,8
faricaCarling117,faricaCarling117,NY,Islip High School,Islip,NY,2.2,2024,Geology,Mathematics,510,510,23,18,22,14,19,470,490,490,420,440,500,530,490,490,0
floriReedy1253,floriReedy1253,NY,Sachem High School East,Farmingville,NY,2.5,2024,Political Science,History,570,620,23,25,24,19,24,560,600,640,580,630,610,640,580,620,8
judyCitarella6647,judyCitarella6647,NY,Hampton Bays High School,Hampton Bays,NY,2.5,2024,Computer Science,Art History,540,550,25,21,23,23,26,520,520,590,610,610,520,570,580,530,5
kalindiLitton9803,kalindiLitton9803,NY,Connetquot High School,Bohemia,NY,2.1,2024,Physics,Geology,580,600,21,24,20,19,25,570,520,510,500,560,580,500,530,490,0
addiaGoldshlag9419,addiaGoldshlag9419,NY,John H Glenn High School,Elwood,NY,2.1,2024,Computer Science,Art History,640,630,26,25,27,27,26,610,630,590,570,630,640,600,600,640,2
neileMenides1753,neileMenides1753,NY,Hauppauge High School,Hauppauge,NY,2.8,2024,Computer Science,Physics,630,640,28,33,31,31,28,720,740,710,730,670,700,710,720,730,4
myrtieEmili7396,myrtieEmili7396,NY,Eastport South Manor Junior Senior High School,Manorville,NY,2.4,2024,Physics,Biology,560,530,21,25,26,22,21,580,580,560,580,530,570,550,590,590,2
blanchVerras5483,blanchVerras5483,NY,William Floyd High School,Mastic Beach,NY,2.5,2024,Chemistry,Mathematics,510,520,25,20,20,19,16,510,550,470,580,510,480,490,520,530,8
grataElinor9167,grataElinor9167,NY,Ward Melville Senior High School,East Setauket,NY,3.4,2024,Music Theory,Geology,750,750,29,35,30,25,31,730,730,740,720,700,700,730,720,730,9
ardellaBoatwright4919,ardellaBoatwright4919,NY,Smithtown High School East,Saint James,NY,2.1,2024,Computer Science,Political Science,500,580,18,21,19,19,21,520,580,470,570,540,500,510,570,480,5
lucineLucrece5846,lucineLucrece5846,NY,Half Hollow Hills High School West,Dix Hills,NY,2.6,2024,Political Science,Music Theory,620,580,26,22,21,23,27,560,560,590,580,550,530,530,500,570,8
sheriKorns8001,sheriKorns8001,NY,Commack High School,Commack,NY,3.1,2024,Geology,Art History,720,660,28,23,26,27,27,670,650,650,750,600,710,630,610,700,3
zondaGunther9951,zondaGunther9951,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,3.3,2024,Art History,History,680,680,29,28,31,27,22,690,680,700,700,670,670,670,670,710,8
miraHobey8140,miraHobey8140,NY,Connetquot High School,Bohemia,NY,3.1,2024,Geology,Computer Science,570,680,27,24,26,24,24,650,630,600,620,610,590,690,640,600,5
arletaSmallman7271,arletaSmallman7271,NY,Westhampton Beach Senior High School,Westhampton Beach,NY,2.2,2024,Mathematics,History,490,520,16,21,15,19,18,500,470,430,530,430,520,430,520,520,8
leonelleLebbie3305,leonelleLebbie3305,NY,Islip High School,Islip,NY,2.3,2024,Computer Science,Biology,630,540,23,22,17,17,22,530,590,580,510,560,570,580,540,560,0
cassyLacagnia6633,cassyLacagnia6633,NY,Bellport Senior High School,Brookhaven,NY,3.3,2024,Political Science,Computer Science,800,800,28,31,32,28,36,750,770,760,710,750,800,760,780,800,2
karlottaKatinka994,karlottaKatinka994,NY,Hauppauge High School,Hauppauge,NY,2.7,2024,Political Science,Art History,640,670,34,31,30,27,30,700,740,710,690,740,710,740,700,710,0
blanchRodolphe6323,blanchRodolphe6323,NY,North Babylon High School,North Babylon,NY,2.7,2024,Physics,Computer Science,640,580,23,22,30,27,28,590,620,630,640,660,660,670,610,590,0
gaelZwick2810,gaelZwick2810,NY,Newfield High School,Selden,NY,2.1,2024,Art History,History,500,510,17,16,21,19,23,480,490,510,500,470,460,470,520,470,4
dauneOneil6338,dauneOneil6338,NY,Bellport Senior High School,Brookhaven,NY,2.0,2024,Music Theory,History,440,440,17,18,19,18,21,450,470,460,480,460,520,450,500,410,0
fredrikaTilla260,fredrikaTilla260,NY,Miller Place High School,Miller Place,NY,2.4,2024,Political Science,Chemistry,530,530,23,19,21,24,16,550,500,550,510,630,570,550,540,500,9
deenaGolden7551,deenaGolden7551,NY,Ward Melville Senior High School,East Setauket,NY,3.0,2024,Music Theory,Physics,690,700,27,27,30,27,33,720,740,750,740,750,700,730,740,730,2
